Country,Code,Product,Amount
INDONESIA,IDN,"O7 - SHIP, BOAT AND FLOATING STRUCT",258
KAZAKHSTAN,KAZ,"O7 - SHIP, BOAT AND FLOATING STRUCT",2
LIBERIA,LBR,"O7 - SHIP, BOAT AND FLOATING STRUCT",6
MALAYSIA,MYS,"O7 - SHIP, BOAT AND FLOATING STRUCT",367
PAKISTAN IR,PAK,"O7 - SHIP, BOAT AND FLOATING STRUCT",6
PORTUGAL,PRT,"O7 - SHIP, BOAT AND FLOATING STRUCT",65
SINGAPORE,SGP,"O7 - SHIP, BOAT AND FLOATING STRUCT",674
SOUTH AFRICA,ZAF,"O7 - SHIP, BOAT AND FLOATING STRUCT",260
SRI LANKA DSR,LKA,"O7 - SHIP, BOAT AND FLOATING STRUCT",481
U ARAB EMTS,ARE,"O7 - SHIP, BOAT AND FLOATING STRUCT",1028
ARGENTINA,ARG,O8 - TWO AND THREE WHEELERS,62
AUSTRIA,AUT,O8 - TWO AND THREE WHEELERS,74
BAHAMAS,BHS,O8 - TWO AND THREE WHEELERS,0
BENIN,BEN,O8 - TWO AND THREE WHEELERS,15
BERMUDA,BMU,O8 - TWO AND THREE WHEELERS,0
BOLIVIA,BOL,O8 - TWO AND THREE WHEELERS,8
BURKINA FASO,BFA,O8 - TWO AND THREE WHEELERS,15
BURUNDI,BDI,O8 - TWO AND THREE WHEELERS,5
C AFRI REP,CAF,O8 - TWO AND THREE WHEELERS,0
CAMEROON,CMR,O8 - TWO AND THREE WHEELERS,8
CHILE,CHL,O8 - TWO AND THREE WHEELERS,45
COLOMBIA,COL,O8 - TWO AND THREE WHEELERS,281
CONGO D. REP.,COG,O8 - TWO AND THREE WHEELERS,98
COSTA RICA,CRI,O8 - TWO AND THREE WHEELERS,6
DOMINIC REP,DMA,O8 - TWO AND THREE WHEELERS,20
DOMINICA,DOM,O8 - TWO AND THREE WHEELERS,0
ECUADOR,ECU,O8 - TWO AND THREE WHEELERS,24
EL SALVADOR,SLV,O8 - TWO AND THREE WHEELERS,26
ETHIOPIA,ETH,O8 - TWO AND THREE WHEELERS,24
FR GUIANA,GUF,O8 - TWO AND THREE WHEELERS,0
FR POLYNESIA,PYF,O8 - TWO AND THREE WHEELERS,0
GUATEMALA,GTM,O8 - TWO AND THREE WHEELERS,98
GUINEA,GIN,O8 - TWO AND THREE WHEELERS,68
GUINEA BISSAU,GNB,O8 - TWO AND THREE WHEELERS,1
HONDURAS,HND,O8 - TWO AND THREE WHEELERS,33
KENYA,KEN,O8 - TWO AND THREE WHEELERS,94
LIBERIA,LBR,O8 - TWO AND THREE WHEELERS,18
MACAO,MAC,O8 - TWO AND THREE WHEELERS,0
MALI,MLI,O8 - TWO AND THREE WHEELERS,19
MAYOTTE,MYT,O8 - TWO AND THREE WHEELERS,0
MEXICO,MEX,O8 - TWO AND THREE WHEELERS,160
NEPAL,NPL,O8 - TWO AND THREE WHEELERS,233
NICARAGUA,NIC,O8 - TWO AND THREE WHEELERS,17
NIGERIA,NGA,O8 - TWO AND THREE WHEELERS,401
PERU,PER,O8 - TWO AND THREE WHEELERS,38
PHILIPPINES,PHL,O8 - TWO AND THREE WHEELERS,127
RWANDA,RWA,O8 - TWO AND THREE WHEELERS,6
SIERRA LEONE,SLE,O8 - TWO AND THREE WHEELERS,18
TANZANIA REP,TZA,O8 - TWO AND THREE WHEELERS,42
UGANDA,UGA,O8 - TWO AND THREE WHEELERS,87
BOTSWANA,BWA,"O9 - COMPUTER HARDWARE, PERIPHERALS",1
LIECHTENSTEIN,LIE,"O9 - COMPUTER HARDWARE, PERIPHERALS",0
MONGOLIA,MNG,"O9 - COMPUTER HARDWARE, PERIPHERALS",0
ISRAEL,ISR,P1 - CONSUMER ELECTRONICS,173
LAO PD RP,LAO,P1 - CONSUMER ELECTRONICS,0
N. MARIANA IS.,MNP,P1 - CONSUMER ELECTRONICS,0
AUSTRIA,AUT,P2 - ELECTRONICS COMPONENTS,61
CROATIA,HRV,P2 - ELECTRONICS COMPONENTS,7
CZECH REPUBLIC,CZE,P2 - ELECTRONICS COMPONENTS,15
FRANCE,FRA,P2 - ELECTRONICS COMPONENTS,118
HONG KONG,HKG,P2 - ELECTRONICS COMPONENTS,115
KUWAIT,KWT,P2 - ELECTRONICS COMPONENTS,27
LITHUANIA,LTU,P2 - ELECTRONICS COMPONENTS,118
LUXEMBOURG,LUX,P2 - ELECTRONICS COMPONENTS,1
MACEDONIA,MKD,P2 - ELECTRONICS COMPONENTS,0
MALI,MLI,P2 - ELECTRONICS COMPONENTS,6
N. MARIANA IS.,MNP,P2 - ELECTRONICS COMPONENTS,0
NAURU RP,NRU,P2 - ELECTRONICS COMPONENTS,0
NORFOLK IS,NFK,P2 - ELECTRONICS COMPONENTS,0
AZERBAIJAN,AZE,P3 - ELECTRONICS INSTRUMENTS,2
CAYMAN IS,CYM,P3 - ELECTRONICS INSTRUMENTS,0
COSTA RICA,CRI,P3 - ELECTRONICS INSTRUMENTS,3
CUBA,CUB,P3 - ELECTRONICS INSTRUMENTS,1
CZECH REPUBLIC,CZE,P3 - ELECTRONICS INSTRUMENTS,16
ECUADOR,ECU,P3 - ELECTRONICS INSTRUMENTS,7
FINLAND,FIN,P3 - ELECTRONICS INSTRUMENTS,16
GREECE,GRC,P3 - ELECTRONICS INSTRUMENTS,26
GUAM,GUM,P3 - ELECTRONICS INSTRUMENTS,0
HONG KONG,HKG,P3 - ELECTRONICS INSTRUMENTS,68
HUNGARY,HUN,P3 - ELECTRONICS INSTRUMENTS,32
LIECHTENSTEIN,LIE,P3 - ELECTRONICS INSTRUMENTS,0
NAURU RP,NRU,P3 - ELECTRONICS INSTRUMENTS,0
NETHERLAND,NLD,P3 - ELECTRONICS INSTRUMENTS,174
SINGAPORE,SGP,P3 - ELECTRONICS INSTRUMENTS,131
ST LUCIA,LCA,P3 - ELECTRONICS INSTRUMENTS,0
TAJIKISTAN,TJK,P3 - ELECTRONICS INSTRUMENTS,0
TURKMENISTAN,TKM,P3 - ELECTRONICS INSTRUMENTS,5
BOSNIA-HRZGOVIN,BIH,P4 - TELECOM INSTRUMENTS,1
CZECH REPUBLIC,CZE,P4 - TELECOM INSTRUMENTS,79
GERMANY,DEU,P4 - TELECOM INSTRUMENTS,263
GIBRALTAR,GIB,P4 - TELECOM INSTRUMENTS,0
HONG KONG,HKG,P4 - TELECOM INSTRUMENTS,129
HUNGARY,HUN,P4 - TELECOM INSTRUMENTS,94
JAPAN,JPN,P4 - TELECOM INSTRUMENTS,274
JORDAN,JOR,P4 - TELECOM INSTRUMENTS,18
KAZAKHSTAN,KAZ,P4 - TELECOM INSTRUMENTS,78
KOREA DP RP,PRK,P4 - TELECOM INSTRUMENTS,0
LIECHTENSTEIN,LIE,P4 - TELECOM INSTRUMENTS,0
LITHUANIA,LTU,P4 - TELECOM INSTRUMENTS,19
MONGOLIA,MNG,P4 - TELECOM INSTRUMENTS,0
MOROCCO,MAR,P4 - TELECOM INSTRUMENTS,90
N. MARIANA IS.,MNP,P4 - TELECOM INSTRUMENTS,0
NAURU RP,NRU,P4 - TELECOM INSTRUMENTS,0
NETHERLAND,NLD,P4 - TELECOM INSTRUMENTS,466
RUSSIA,RUS,P4 - TELECOM INSTRUMENTS,392
SOUTH AFRICA,ZAF,P4 - TELECOM INSTRUMENTS,141
U ARAB EMTS,ARE,P4 - TELECOM INSTRUMENTS,1921
UNITED KINGDOM,GBR,P4 - TELECOM INSTRUMENTS,418
UKRAINE,UKR,P4 - TELECOM INSTRUMENTS,16
EL SALVADOR,SLV,P6 - MANMADE STAPLE FIBRE,5
BANGLADESH PR,BGD,P7 - COTTON YARN,2085
CHINA P RP,CHN,P7 - COTTON YARN,755
COLOMBIA,COL,P7 - COTTON YARN,85
DOMINIC REP,DMA,P7 - COTTON YARN,13
EGYPT A RP,EGY,P7 - COTTON YARN,212
GUATEMALA,GTM,P7 - COTTON YARN,83
HONDURAS,HND,P7 - COTTON YARN,34
KOREA RP,KOR,P7 - COTTON YARN,137
MADAGASCAR,MDG,P7 - COTTON YARN,9
MAURITIUS,MUS,P7 - COTTON YARN,38
MONTENEGRO,MNE,P7 - COTTON YARN,2
MOROCCO,MAR,P7 - COTTON YARN,32
MYANMAR,MMR,P7 - COTTON YARN,36
PERU,PER,P7 - COTTON YARN,178
PORTUGAL,PRT,P7 - COTTON YARN,232
SYRIA,SYR,P7 - COTTON YARN,9
TUNISIA,TUN,P7 - COTTON YARN,18
TURKEY,TUR,P7 - COTTON YARN,181
VIETNAM SOC REP,VNM,P7 - COTTON YARN,182
AUSTRALIA,AUS,"P8 - COTTON FABRICS, MADEUPS ETC.",122
BAHAMAS,BHS,"P8 - COTTON FABRICS, MADEUPS ETC.",1
BANGLADESH PR,BGD,"P8 - COTTON FABRICS, MADEUPS ETC.",639
BENIN,BEN,"P8 - COTTON FABRICS, MADEUPS ETC.",31
BERMUDA,BMU,"P8 - COTTON FABRICS, MADEUPS ETC.",0
BULGARIA,BGR,"P8 - COTTON FABRICS, MADEUPS ETC.",7
BURKINA FASO,BFA,"P8 - COTTON FABRICS, MADEUPS ETC.",16
C AFRI REP,CAF,"P8 - COTTON FABRICS, MADEUPS ETC.",2
CAMBODIA,KHM,"P8 - COTTON FABRICS, MADEUPS ETC.",6
CAMEROON,CMR,"P8 - COTTON FABRICS, MADEUPS ETC.",10
CANADA,CAN,"P8 - COTTON FABRICS, MADEUPS ETC.",144
CHAD,TCD,"P8 - COTTON FABRICS, MADEUPS ETC.",2
CHILE,CHL,"P8 - COTTON FABRICS, MADEUPS ETC.",44
COLOMBIA,COL,"P8 - COTTON FABRICS, MADEUPS ETC.",104
COMOROS,COM,"P8 - COTTON FABRICS, MADEUPS ETC.",2
CONGO D. REP.,COG,"P8 - COTTON FABRICS, MADEUPS ETC.",25
CONGO P REP,COD,"P8 - COTTON FABRICS, MADEUPS ETC.",6
CUBA,CUB,"P8 - COTTON FABRICS, MADEUPS ETC.",0
DENMARK,DNK,"P8 - COTTON FABRICS, MADEUPS ETC.",50
DJIBOUTI,DJI,"P8 - COTTON FABRICS, MADEUPS ETC.",15
DOMINIC REP,DMA,"P8 - COTTON FABRICS, MADEUPS ETC.",11
DOMINICA,DOM,"P8 - COTTON FABRICS, MADEUPS ETC.",0
ECUADOR,ECU,"P8 - COTTON FABRICS, MADEUPS ETC.",10
EL SALVADOR,SLV,"P8 - COTTON FABRICS, MADEUPS ETC.",34
ETHIOPIA,ETH,"P8 - COTTON FABRICS, MADEUPS ETC.",23
FINLAND,FIN,"P8 - COTTON FABRICS, MADEUPS ETC.",9
FR GUIANA,GUF,"P8 - COTTON FABRICS, MADEUPS ETC.",0
FR POLYNESIA,PYF,"P8 - COTTON FABRICS, MADEUPS ETC.",0
FRANCE,FRA,"P8 - COTTON FABRICS, MADEUPS ETC.",133
GABON,GAB,"P8 - COTTON FABRICS, MADEUPS ETC.",2
GAMBIA,GMB,"P8 - COTTON FABRICS, MADEUPS ETC.",39
GUADELOUPE,GLP,"P8 - COTTON FABRICS, MADEUPS ETC.",0
GUATEMALA,GTM,"P8 - COTTON FABRICS, MADEUPS ETC.",27
GUINEA,GIN,"P8 - COTTON FABRICS, MADEUPS ETC.",25
ISRAEL,ISR,"P8 - COTTON FABRICS, MADEUPS ETC.",63
KOREA RP,KOR,"P8 - COTTON FABRICS, MADEUPS ETC.",138
LATVIA,LVA,"P8 - COTTON FABRICS, MADEUPS ETC.",3
LESOTHO,LSO,"P8 - COTTON FABRICS, MADEUPS ETC.",1
MACAO,MAC,"P8 - COTTON FABRICS, MADEUPS ETC.",0
MADAGASCAR,MDG,"P8 - COTTON FABRICS, MADEUPS ETC.",15
MALAWI,MWI,"P8 - COTTON FABRICS, MADEUPS ETC.",7
MALI,MLI,"P8 - COTTON FABRICS, MADEUPS ETC.",16
MARTINIQUE,MTQ,"P8 - COTTON FABRICS, MADEUPS ETC.",0
MAURITANIA,MRT,"P8 - COTTON FABRICS, MADEUPS ETC.",25
MAYOTTE,MYT,"P8 - COTTON FABRICS, MADEUPS ETC.",0
MOZAMBIQUE,MOZ,"P8 - COTTON FABRICS, MADEUPS ETC.",19
NAURU RP,NRU,"P8 - COTTON FABRICS, MADEUPS ETC.",0
NEW CALEDONIA,NCL,"P8 - COTTON FABRICS, MADEUPS ETC.",0
NEW ZEALAND,NZL,"P8 - COTTON FABRICS, MADEUPS ETC.",26
NICARAGUA,NIC,"P8 - COTTON FABRICS, MADEUPS ETC.",5
NIGER,NER,"P8 - COTTON FABRICS, MADEUPS ETC.",2
NIGERIA,NGA,"P8 - COTTON FABRICS, MADEUPS ETC.",145
NORWAY,NOR,"P8 - COTTON FABRICS, MADEUPS ETC.",22
PANAMA REPUBLIC,PAN,"P8 - COTTON FABRICS, MADEUPS ETC.",11
PERU,PER,"P8 - COTTON FABRICS, MADEUPS ETC.",17
SAO TOME,STP,"P8 - COTTON FABRICS, MADEUPS ETC.",0
SENEGAL,SEN,"P8 - COTTON FABRICS, MADEUPS ETC.",144
SOUTH SUDAN,SSD,"P8 - COTTON FABRICS, MADEUPS ETC.",1
SRI LANKA DSR,LKA,"P8 - COTTON FABRICS, MADEUPS ETC.",324
SUDAN,SDN,"P8 - COTTON FABRICS, MADEUPS ETC.",52
SWEDEN,SWE,"P8 - COTTON FABRICS, MADEUPS ETC.",47
TOGO,TGO,"P8 - COTTON FABRICS, MADEUPS ETC.",54
TURKS C IS,TCA,"P8 - COTTON FABRICS, MADEUPS ETC.",0
UNITED STATES OF AMERICA,USA,"P8 - COTTON FABRICS, MADEUPS ETC.",2991
UGANDA,UGA,"P8 - COTTON FABRICS, MADEUPS ETC.",13
VENEZUELA,VEN,"P8 - COTTON FABRICS, MADEUPS ETC.",21
ZAMBIA,ZMB,"P8 - COTTON FABRICS, MADEUPS ETC.",7
CAPE VERDE IS,CPV,"P9 - OTH TXTL YRN, FBRIC MDUP ARTCL",0
SRI LANKA DSR,LKA,"P9 - OTH TXTL YRN, FBRIC MDUP ARTCL",156
AFGHANISTAN,AFG,"Q3 - MANMADE YARN,FABRICS,MADEUPS",49
ANTIGUA,ATG,"Q3 - MANMADE YARN,FABRICS,MADEUPS",0
ARGENTINA,ARG,"Q3 - MANMADE YARN,FABRICS,MADEUPS",77
BARBADOS,BRB,"Q3 - MANMADE YARN,FABRICS,MADEUPS",0
BELGIUM,BEL,"Q3 - MANMADE YARN,FABRICS,MADEUPS",118
BENIN,BEN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",6
BRAZIL,BRA,"Q3 - MANMADE YARN,FABRICS,MADEUPS",256
BRUNEI,BRN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",1
BULGARIA,BGR,"Q3 - MANMADE YARN,FABRICS,MADEUPS",11
BURKINA FASO,BFA,"Q3 - MANMADE YARN,FABRICS,MADEUPS",5
CAMBODIA,KHM,"Q3 - MANMADE YARN,FABRICS,MADEUPS",11
CAPE VERDE IS,CPV,"Q3 - MANMADE YARN,FABRICS,MADEUPS",0
CHILE,CHL,"Q3 - MANMADE YARN,FABRICS,MADEUPS",47
COLOMBIA,COL,"Q3 - MANMADE YARN,FABRICS,MADEUPS",33
EGYPT A RP,EGY,"Q3 - MANMADE YARN,FABRICS,MADEUPS",215
ESTONIA,EST,"Q3 - MANMADE YARN,FABRICS,MADEUPS",2
FIJI IS,FJI,"Q3 - MANMADE YARN,FABRICS,MADEUPS",3
GAMBIA,GMB,"Q3 - MANMADE YARN,FABRICS,MADEUPS",6
GREECE,GRC,"Q3 - MANMADE YARN,FABRICS,MADEUPS",15
GUATEMALA,GTM,"Q3 - MANMADE YARN,FABRICS,MADEUPS",15
GUYANA,GUY,"Q3 - MANMADE YARN,FABRICS,MADEUPS",1
ICELAND,ISL,"Q3 - MANMADE YARN,FABRICS,MADEUPS",1
IRAN,IRN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",26
JORDAN,JOR,"Q3 - MANMADE YARN,FABRICS,MADEUPS",21
KENYA,KEN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",52
KOREA DP RP,PRK,"Q3 - MANMADE YARN,FABRICS,MADEUPS",0
LATVIA,LVA,"Q3 - MANMADE YARN,FABRICS,MADEUPS",4
LESOTHO,LSO,"Q3 - MANMADE YARN,FABRICS,MADEUPS",0
LITHUANIA,LTU,"Q3 - MANMADE YARN,FABRICS,MADEUPS",6
MADAGASCAR,MDG,"Q3 - MANMADE YARN,FABRICS,MADEUPS",5
MAURITANIA,MRT,"Q3 - MANMADE YARN,FABRICS,MADEUPS",3
MAURITIUS,MUS,"Q3 - MANMADE YARN,FABRICS,MADEUPS",11
MICRONESIA,FSM,"Q3 - MANMADE YARN,FABRICS,MADEUPS",0
MOROCCO,MAR,"Q3 - MANMADE YARN,FABRICS,MADEUPS",104
NAURU RP,NRU,"Q3 - MANMADE YARN,FABRICS,MADEUPS",0
NEW CALEDONIA,NCL,"Q3 - MANMADE YARN,FABRICS,MADEUPS",1
NEW ZEALAND,NZL,"Q3 - MANMADE YARN,FABRICS,MADEUPS",17
NORWAY,NOR,"Q3 - MANMADE YARN,FABRICS,MADEUPS",24
PANAMA REPUBLIC,PAN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",10
PERU,PER,"Q3 - MANMADE YARN,FABRICS,MADEUPS",31
PORTUGAL,PRT,"Q3 - MANMADE YARN,FABRICS,MADEUPS",60
ROMANIA,ROU,"Q3 - MANMADE YARN,FABRICS,MADEUPS",20
SENEGAL,SEN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",19
SPAIN,ESP,"Q3 - MANMADE YARN,FABRICS,MADEUPS",122
SUDAN,SDN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",21
SYRIA,SYR,"Q3 - MANMADE YARN,FABRICS,MADEUPS",26
TOGO,TGO,"Q3 - MANMADE YARN,FABRICS,MADEUPS",36
TUNISIA,TUN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",11
TURKEY,TUR,"Q3 - MANMADE YARN,FABRICS,MADEUPS",487
URUGUAY,URY,"Q3 - MANMADE YARN,FABRICS,MADEUPS",5
UZBEKISTAN,UZB,"Q3 - MANMADE YARN,FABRICS,MADEUPS",4
VENEZUELA,VEN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",2
YEMEN REPUBLC,YEM,"Q3 - MANMADE YARN,FABRICS,MADEUPS",17
ANTIGUA,ATG,Q6 - RMG COTTON INCL ACCESSORIES,0
ARUBA,ABW,Q6 - RMG COTTON INCL ACCESSORIES,1
AUSTRALIA,AUS,Q6 - RMG COTTON INCL ACCESSORIES,172
AUSTRIA,AUT,Q6 - RMG COTTON INCL ACCESSORIES,14
BAHAMAS,BHS,Q6 - RMG COTTON INCL ACCESSORIES,0
BELIZE,BLZ,Q6 - RMG COTTON INCL ACCESSORIES,1
CANADA,CAN,Q6 - RMG COTTON INCL ACCESSORIES,146
CHILE,CHL,Q6 - RMG COTTON INCL ACCESSORIES,23
COMOROS,COM,Q6 - RMG COTTON INCL ACCESSORIES,1
CZECH REPUBLIC,CZE,Q6 - RMG COTTON INCL ACCESSORIES,33
DENMARK,DNK,Q6 - RMG COTTON INCL ACCESSORIES,98
FIJI IS,FJI,Q6 - RMG COTTON INCL ACCESSORIES,3
FINLAND,FIN,Q6 - RMG COTTON INCL ACCESSORIES,8
FR POLYNESIA,PYF,Q6 - RMG COTTON INCL ACCESSORIES,1
FRANCE,FRA,Q6 - RMG COTTON INCL ACCESSORIES,339
GERMANY,DEU,Q6 - RMG COTTON INCL ACCESSORIES,498
GIBRALTAR,GIB,Q6 - RMG COTTON INCL ACCESSORIES,0
GREENLAND,GRL,Q6 - RMG COTTON INCL ACCESSORIES,0
GRENADA,GRD,Q6 - RMG COTTON INCL ACCESSORIES,0
GUYANA,GUY,Q6 - RMG COTTON INCL ACCESSORIES,2
HUNGARY,HUN,Q6 - RMG COTTON INCL ACCESSORIES,15
ICELAND,ISL,Q6 - RMG COTTON INCL ACCESSORIES,0
IRELAND,IRL,Q6 - RMG COTTON INCL ACCESSORIES,37
ISRAEL,ISR,Q6 - RMG COTTON INCL ACCESSORIES,51
ITALY,ITA,Q6 - RMG COTTON INCL ACCESSORIES,223
JAMAICA,JAM,Q6 - RMG COTTON INCL ACCESSORIES,1
KUWAIT,KWT,Q6 - RMG COTTON INCL ACCESSORIES,33
KYRGHYZSTAN,KGZ,Q6 - RMG COTTON INCL ACCESSORIES,7
MALTA,MLT,Q6 - RMG COTTON INCL ACCESSORIES,1
MARTINIQUE,MTQ,Q6 - RMG COTTON INCL ACCESSORIES,0
MAURITIUS,MUS,Q6 - RMG COTTON INCL ACCESSORIES,14
MAYOTTE,MYT,Q6 - RMG COTTON INCL ACCESSORIES,0
MONACO,MCO,Q6 - RMG COTTON INCL ACCESSORIES,0
MONTSERRAT,MSR,Q6 - RMG COTTON INCL ACCESSORIES,0
NAMIBIA,NAM,Q6 - RMG COTTON INCL ACCESSORIES,1
NETHERLAND,NLD,Q6 - RMG COTTON INCL ACCESSORIES,299
NEW ZEALAND,NZL,Q6 - RMG COTTON INCL ACCESSORIES,22
NIGERIA,NGA,Q6 - RMG COTTON INCL ACCESSORIES,93
NORWAY,NOR,Q6 - RMG COTTON INCL ACCESSORIES,8
PANAMA REPUBLIC,PAN,Q6 - RMG COTTON INCL ACCESSORIES,43
POLAND,POL,Q6 - RMG COTTON INCL ACCESSORIES,123
REUNION,REU,Q6 - RMG COTTON INCL ACCESSORIES,1
RWANDA,RWA,Q6 - RMG COTTON INCL ACCESSORIES,3
SAUDI ARAB,SAU,Q6 - RMG COTTON INCL ACCESSORIES,163
SENEGAL,SEN,Q6 - RMG COTTON INCL ACCESSORIES,20
SLOVAK REP,SVK,Q6 - RMG COTTON INCL ACCESSORIES,9
SLOVENIA,SVN,Q6 - RMG COTTON INCL ACCESSORIES,17
SPAIN,ESP,Q6 - RMG COTTON INCL ACCESSORIES,286
ST KITT N A,KNA,Q6 - RMG COTTON INCL ACCESSORIES,0
SUDAN,SDN,Q6 - RMG COTTON INCL ACCESSORIES,14
SWEDEN,SWE,Q6 - RMG COTTON INCL ACCESSORIES,77
TONGA,TON,Q6 - RMG COTTON INCL ACCESSORIES,0
TRINIDAD,TTO,Q6 - RMG COTTON INCL ACCESSORIES,2
U ARAB EMTS,ARE,Q6 - RMG COTTON INCL ACCESSORIES,701
UNITED KINGDOM,GBR,Q6 - RMG COTTON INCL ACCESSORIES,737
UNITED STATES OF AMERICA,USA,Q6 - RMG COTTON INCL ACCESSORIES,2756
URUGUAY,URY,Q6 - RMG COTTON INCL ACCESSORIES,5
VIRGIN IS US,VIR,Q6 - RMG COTTON INCL ACCESSORIES,0
GIBRALTAR,GIB,Q7 - RMG SILK,0
AFGHANISTAN,AFG,Q8 - RMG MANMADE FIBRES,62
ANTIGUA,ATG,Q8 - RMG MANMADE FIBRES,0
ARUBA,ABW,Q8 - RMG MANMADE FIBRES,0
BELIZE,BLZ,Q8 - RMG MANMADE FIBRES,2
DENMARK,DNK,Q8 - RMG MANMADE FIBRES,72
EL SALVADOR,SLV,Q8 - RMG MANMADE FIBRES,2
FIJI IS,FJI,Q8 - RMG MANMADE FIBRES,2
GAMBIA,GMB,Q8 - RMG MANMADE FIBRES,6
GREENLAND,GRL,Q8 - RMG MANMADE FIBRES,0
ICELAND,ISL,Q8 - RMG MANMADE FIBRES,0
KYRGHYZSTAN,KGZ,Q8 - RMG MANMADE FIBRES,7
LESOTHO,LSO,Q8 - RMG MANMADE FIBRES,0
MAURITIUS,MUS,Q8 - RMG MANMADE FIBRES,13
MICRONESIA,FSM,Q8 - RMG MANMADE FIBRES,0
PANAMA REPUBLIC,PAN,Q8 - RMG MANMADE FIBRES,14
RWANDA,RWA,Q8 - RMG MANMADE FIBRES,7
ST KITT N A,KNA,Q8 - RMG MANMADE FIBRES,0
SWEDEN,SWE,Q8 - RMG MANMADE FIBRES,27
TAJIKISTAN,TJK,Q8 - RMG MANMADE FIBRES,0
TANZANIA REP,TZA,Q8 - RMG MANMADE FIBRES,55
TONGA,TON,Q8 - RMG MANMADE FIBRES,0
TURKS C IS,TCA,Q8 - RMG MANMADE FIBRES,0
U ARAB EMTS,ARE,Q8 - RMG MANMADE FIBRES,522
UNITED KINGDOM,GBR,Q8 - RMG MANMADE FIBRES,272
UZBEKISTAN,UZB,Q8 - RMG MANMADE FIBRES,5
VIRGIN IS US,VIR,Q8 - RMG MANMADE FIBRES,0
AFGHANISTAN,AFG,Q9 - RMG WOOL,16
BELIZE,BLZ,R1 - RMG OF OTHR TEXTLE MATRL,0
CAYMAN IS,CYM,R1 - RMG OF OTHR TEXTLE MATRL,0
COMOROS,COM,R1 - RMG OF OTHR TEXTLE MATRL,2
DENMARK,DNK,R1 - RMG OF OTHR TEXTLE MATRL,36
FIJI IS,FJI,R1 - RMG OF OTHR TEXTLE MATRL,1
FR POLYNESIA,PYF,R1 - RMG OF OTHR TEXTLE MATRL,0
GREENLAND,GRL,R1 - RMG OF OTHR TEXTLE MATRL,0
KYRGHYZSTAN,KGZ,R1 - RMG OF OTHR TEXTLE MATRL,1
MAYOTTE,MYT,R1 - RMG OF OTHR TEXTLE MATRL,0
MICRONESIA,FSM,R1 - RMG OF OTHR TEXTLE MATRL,0
MONACO,MCO,R1 - RMG OF OTHR TEXTLE MATRL,0
NAURU RP,NRU,R1 - RMG OF OTHR TEXTLE MATRL,0
PANAMA REPUBLIC,PAN,R1 - RMG OF OTHR TEXTLE MATRL,17
POLAND,POL,R1 - RMG OF OTHR TEXTLE MATRL,54
ST KITT N A,KNA,R1 - RMG OF OTHR TEXTLE MATRL,0
ST VINCENT,VCT,R1 - RMG OF OTHR TEXTLE MATRL,0
TURKS C IS,TCA,R1 - RMG OF OTHR TEXTLE MATRL,0
VANUATU REP,VUT,R1 - RMG OF OTHR TEXTLE MATRL,0
YEMEN REPUBLC,YEM,R1 - RMG OF OTHR TEXTLE MATRL,22
ZIMBABWE,ZWE,R7 - JUTE HESSIAN,2
ANGUILLA,AIA,R9 - OTHER JUTE MANUFACTURES,0
COTE D' IVOIRE,CIV,R9 - OTHER JUTE MANUFACTURES,11
GHANA,GHA,R9 - OTHER JUTE MANUFACTURES,42
GUINEA BISSAU,GNB,R9 - OTHER JUTE MANUFACTURES,2
NEW CALEDONIA,NCL,R9 - OTHER JUTE MANUFACTURES,0
AFGHANISTAN,AFG,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),20
CAYMAN IS,CYM,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),0
GUADELOUPE,GLP,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),0
KIRIBATI REP,KIR,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),0
MACEDONIA,MKD,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),1
MARTINIQUE,MTQ,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),0
MICRONESIA,FSM,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),0
MONACO,MCO,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),0
MONTSERRAT,MSR,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),0
SAN MARINO,SMR,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),0
TOGO,TGO,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),11
VIRGIN IS US,VIR,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),0
ARUBA,ABW,S2 - CARPET(EXCL. SILK) HANDMADE,0
FR GUIANA,GUF,S2 - CARPET(EXCL. SILK) HANDMADE,0
GIBRALTAR,GIB,S2 - CARPET(EXCL. SILK) HANDMADE,0
GREENLAND,GRL,S2 - CARPET(EXCL. SILK) HANDMADE,0
